Variable,Benevolencia,Universalismo,Poder,Logro,APS1,APS2,APS3,APS4,APS5,APS6,APS7,APS9,APS10,APS14,APS11,APS12,APS13,APS15,APS16,APS18,APS19,APS20,APS21,PP1,PP2,PP3
APS9,0.038913222878181934,0.20627816923760553,-0.01761569224909541,0.04760997905160922,0.23678029581666984,0.28162889608328573,0.23284453754840348,0.291182631879642,0.30029200787151655,0.2206246429251571,0.22246556211515267,0.46470513552974035,0.32933409509299816,0.26109312511902494,0.20751602869294739,0.26525106328953213,0.26871072176728245,0.22836919951755222,0.24449311242303054,0.2520154891131848,0.228273979559449,0.19647051355297404,0.21891068367929917,0.2370342157049451,0.20265981082968323,0.1791404811781883
APS10,0.046975179330921095,0.13654541992001523,-0.007173236843775788,0.08703104170634166,0.25226940900146005,0.2950549101758395,0.23278105757633466,0.22649654034152225,0.3264140163778328,0.22744873992255443,0.24376309274423918,0.32933409509299816,0.44283628515203455,0.24408049260458325,0.2370342157049451,0.2753761188345077,0.27359867961658096,0.21932330349774645,0.19564527391607947,0.25480860788421256,0.22071986288326034,0.14479781628896082,0.1508918936075668,0.2334793372690916,0.21221354662603947,0.1616834888592649
APS14,0.08734844156668571,0.24776233098457437,0.022789309972703613,0.10423411413698978,0.20999174760363107,0.21170570684948897,0.1481622548086079,0.20897606805053007,0.31371802196407034,0.2081508284136355,0.19551831397194186,0.26109312511902494,0.24408049260458325,0.4532470005713197,0.2514441693645655,0.30597346537167525,0.29207135148860536,0.27131340062210374,0.282041515901733,0.30571954548339997,0.26407668380625915,0.25379292833111156,0.20783342855329143,0.2914365517679172,0.22135466260394845,0.14010029835586874
APS11,0.11178823081317844,0.25379292833111156,0.0018409191899955563,0.19215387545229481,0.18999555640195517,0.25176156922490955,0.16669840665270108,0.2159588649780994,0.27931187710277405,0.16466704754649908,0.1461308957024059,0.20751602869294739,0.2370342157049451,0.2514441693645655,0.8468228273979559,0.34380752872468734,0.35631308322224337,0.3081952643940837,0.22922617914048118,0.4788294293150511,0.49247762330984574,0.28007363676759983,0.2727099600076176,0.3803085126642544,0.2734717196724433,0.2036437503967498
APS12,0.1074715927124992,0.28416809496603823,-0.03037516663492668,0.12042150701453691,0.22948009902875643,0.2498889100488796,0.2325271376880594,0.210690027296388,0.26423538373643113,0.2293213990985844,0.23008315876341015,0.26525106328953213,0.2753761188345077,0.30597346537167525,0.34380752872468734,0.510791595251698,0.36094712118326666,0.24246175331682854,0.24601663175268204,0.3733257157366851,0.29784802894686724,0.2375420554814956,0.15847775026978989,0.3548530438646607,0.2928013711673967,0.21614930489430584
APS13,0.09337903891322288,0.27258300006347996,0.03618358407922301,0.22256078207325589,0.26566368310797944,0.31447978162889606,0.19037643623436806,0.2365263759283946,0.32393829746714914,0.2209737827715356,0.188027677267822,0.26871072176728245,0.27359867961658096,0.29207135148860536,0.35631308322224337,0.36094712118326666,0.5557036754903828,0.2501110899511204,0.24890497048181298,0.4369961277217038,0.3384117310988383,0.2658541230241859,0.28496159461689835,0.35034596584777505,0.31162318288579954,0.26312448422522694
APS15,0.09122071986288326,0.15358979242049134,0.010188535517044373,0.15844601028375546,0.19501047419539136,0.23585983622167206,0.1922173554243636,0.10677331301974227,0.23306671745064433,0.2547133879261093,0.2709642607757253,0.22836919951755222,0.21932330349774645,0.27131340062210374,0.3081952643940837,0.24246175331682854,0.2501110899511204,0.8062273852599505,0.3378086713641846,0.31644766076302927,0.297594109058592,0.2163397448105123,0.21230876658414272,0.23309845743667873,0.23230495778581858,0.1648574874627055
APS16,0.13552974036691423,0.27458261918364757,-0.028597727416999938,0.15730337078651685,0.17622040246302292,0.20697644893036246,0.16339744810512283,0.11781882815971562,0.22240208214308385,0.2624579445185044,0.24512791214371865,0.24449311242303054,0.19564527391607947,0.282041515901733,0.22922617914048118,0.24601663175268204,0.24890497048181298,0.3378086713641846,0.511172475084111,0.3415857297022789,0.3143528216847585,0.20326287056433695,0.2526820288199073,0.291500031739986,0.2928648511394655,0.17723608201612392
APS18,0.16231828857995304,0.38094331238494256,0.014219513743413953,0.18206055989335365,0.24058909414079857,0.3007681076620326,0.26617152288452994,0.20053323176537802,0.2755030787786453,0.18034660064749572,0.25595124738145114,0.2520154891131848,0.25480860788421256,0.30571954548339997,0.4788294293150511,0.3733257157366851,0.4369961277217038,0.31644766076302927,0.3415857297022789,0.9664190947755983,0.584015743033073,0.3698343172729004,0.35815400241223894,0.42537929283311116,0.3055925855392624,0.2593156859010982
APS19,0.095029518187012,0.21253094648638354,-0.050783977655049835,0.08747540151082334,0.16415920776994858,0.20992826763156225,0.17368120358027042,0.15063797371929155,0.1912016758712626,0.19932711229607059,0.22713134006221036,0.228273979559449,0.22071986288326034,0.26407668380625915,0.49247762330984574,0.29784802894686724,0.3384117310988383,0.297594109058592,0.3143528216847585,0.584015743033073,0.9618485367866438,0.4273471719672443,0.5118390147908335,0.48320954738779914,0.31860597981336886,0.2143083857043103
APS20,0.09598171776804418,0.20961086777121818,0.03637402399542944,0.10080619564527392,0.12537294483590428,0.18720243763092745,0.15209801307687423,0.1291182631879642,0.1404811781882816,0.2370342157049451,0.12365898559004634,0.19647051355297404,0.14479781628896082,0.25379292833111156,0.28007363676759983,0.2375420554814956,0.2658541230241859,0.2163397448105123,0.20326287056433695,0.3698343172729004,0.4273471719672443,0.858630102202755,0.3120040627182124,0.20675426902812163,0.10924903193042595,0.16593664698787533
APS21,0.07408112740430395,0.25134894940646224,-0.07277978797689329,0.014536913603758014,0.164349647686155,0.18729765758903066,0.17393512346854567,0.2003427918491716,0.18558369834317273,0.19180473560591632,0.23516155652891513,0.21891068367929917,0.1508918936075668,0.20783342855329143,0.2727099600076176,0.15847775026978989,0.28496159461689835,0.21230876658414272,0.2526820288199073,0.35815400241223894,0.5118390147908335,0.3120040627182124,0.7584904462642036,0.36183584079223,0.27191646035675743,0.22198946232463657
PP1,0.12315114581349584,0.2701707611248651,-0.023233669777185297,0.0800482447787723,0.22281470196153114,0.20015235193296516,0.15584333142893417,0.1885355170443725,0.28007363676759983,0.18187011997714722,0.21456230559258554,0.2370342157049451,0.2334793372690916,0.2914365517679172,0.3803085126642544,0.3548530438646607,0.35034596584777505,0.23309845743667873,0.291500031739986,0.42537929283311116,0.48320954738779914,0.20675426902812163,0.36183584079223,0.7837237351615566,0.5201548911318479,0.297594109058592
PP2,0.08569796229289658,0.23719291563511713,-0.051260077445565926,0.19412175458642797,0.2324001777439218,0.16653970672252905,0.1592077699485812,0.13102266235002857,0.2289405192661715,0.1704754649907954,0.23268583761823144,0.20265981082968323,0.21221354662603947,0.22135466260394845,0.2734717196724433,0.2928013711673967,0.31162318288579954,0.23230495778581858,0.2928648511394655,0.3055925855392624,0.31860597981336886,0.10924903193042595,0.27191646035675743,0.5201548911318479,0.6974227131340062,0.28496159461689835
PP3,0.1338157811210563,0.25328508855456106,0.041071541928521554,0.08246048371738716,0.1601599695296134,0.1512727734399797,0.11750142829937155,0.15768425061892974,0.17076112486510506,0.1058845934107789,0.1234685456738399,0.1791404811781883,0.1616834888592649,0.14010029835586874,0.2036437503967498,0.21614930489430584,0.26312448422522694,0.1648574874627055,0.17723608201612392,0.2593156859010982,0.2143083857043103,0.16593664698787533,0.22198946232463657,0.297594109058592,0.28496159461689835,0.5784295054910176
