Variable,Benevolencia,Universalismo,Poder,Logro,APS1,APS2,APS3,APS4,APS5,APS6,APS7,APS9,APS10,APS14,APS11,APS12,APS13,APS15,APS16,APS18,APS19,APS20,APS21,PP1,PP2,PP3,CSR1_bin
APS7,0.04269569077398326,0.22169484911714124,-0.024540139572077853,0.11101477462297478,0.2968249629502762,0.24881671907613326,0.3050964059186488,0.3787953596439836,0.2801874028747298,0.4169523424825699,1,0.39433187746438425,0.36597209755348264,0.42303825272288126,0.3157267903774872,0.2706644569233349,0.2731657603548682,0.20297999929060567,0.4466953127724051,0.27963050216648727,0.24731475475926543,0.300800438023317,0.11087365807384499,0.057467389843603285,0.2111168629229581,0.2083178870995009,0.15188847962904656
APS9,0.026516629537907718,0.19479245035355175,-0.05386592269062401,0.08448408673114192,0.3843850223937161,0.27036885659360205,0.43733655635869917,0.39005593435588265,0.6037675342115214,0.4221998036696981,0.39433187746438425,1,0.47153201280562596,0.5583058939959502,0.23453639500169335,0.1536174211201809,0.320187185627226,0.13254375204622482,0.3814189954539428,0.2797817017439522,0.14941753195851443,0.21648437350959907,0.054640875847968735,0.08945468306864869,0.06555460263755132,0.2847170683415125,0.23811850087438022
APS10,0.03811675105358502,0.24849594161630748,-0.17062579998532149,0.06309774784223707,0.2846464832367831,0.3295296012977485,0.27607330555760434,0.4904044057899416,0.3951608392479178,0.3659589308252278,0.36597209755348264,0.47153201280562596,1,0.4970474829048993,0.30298329348895925,0.28959731399292316,0.3642405295827697,0.28761431785144903,0.45915534881083253,0.3242720112221629,0.18680846542405902,0.19803717217888864,0.10915637881064037,0.13812601885284082,0.08902765887729165,0.19272220550257615,0.1882517900689465
APS14,0.04287103951643389,0.19200726591777853,-0.19194036857198107,0.0515051519544765,0.3309491197625906,0.4160044941783869,0.3988598951857672,0.3661341128283179,0.46668324225040175,0.360704739810743,0.42303825272288126,0.5583058939959502,0.4970474829048993,1,0.3083597905178455,0.3734919620646206,0.6138443043190633,0.248993844343523,0.5210441669029623,0.3648896634944029,0.2969412019206722,0.3925767529098265,0.21200663675661327,0.16191493328352968,0.14988383814617695,0.27380704367223313,0.13144467702823354
APS11,0.0833181856065079,0.1826844825803512,-0.07625227819240919,-0.012002185569078503,0.2544006993009364,0.24169838354334647,0.16583948744965418,0.2979395442896942,0.2807764096109292,0.2989237563801476,0.3157267903774872,0.23453639500169335,0.30298329348895925,0.3083597905178455,1,0.26249277603363813,0.3245290137146617,0.1934951267433931,0.3642077044970099,0.5966849709931111,0.3392227462467822,0.42669797959535927,0.3206583411581242,0.2598062461396158,0.3213100546831628,0.25673846087982094,0.11730118949557496
APS12,0.24237361904180074,0.3050973223031879,-7.82317122267069e-4,0.055969987027628294,0.25590197800239034,0.3625358834961198,0.4028612348380779,0.19678119214479559,0.14838020056482495,0.4042990775563513,0.2706644569233349,0.1536174211201809,0.28959731399292316,0.3734919620646206,0.26249277603363813,1,0.4990038677115186,0.42678194254607565,0.5052939792246011,0.4406287129467124,0.2567335267105942,0.34123861448535014,0.27121099464299064,0.346501964425308,0.2533172491167534,0.4144733936292534,-0.021447016104803797
APS13,0.20465100163416652,0.22991489450954952,-0.01852459098417951,0.1324909255331596,0.33039973157494856,0.39006673516901136,0.3895882101410912,0.3105541784283568,0.2844985139876077,0.4191938176920914,0.2731657603548682,0.320187185627226,0.3642405295827697,0.6138443043190633,0.3245290137146617,0.4990038677115186,1,0.3760501625336909,0.5918416448607818,0.48031013189628863,0.37585239351609473,0.39994013823090974,0.30988095319231845,0.270262020531007,0.24005084195984708,0.3041668833062678,0.018758960276255836
APS15,0.13739775634291293,0.36033854010257715,-0.12893523393330975,0.19695291838867446,0.2638257696348082,0.36499074420117,0.24282908451759933,0.1447662530625096,0.1006434911164431,0.4088134242728894,0.20297999929060567,0.13254375204622482,0.28761431785144903,0.248993844343523,0.1934951267433931,0.42678194254607565,0.3760501625336909,1,0.4116997906464697,0.354965193978678,0.24966190912523575,0.23644228529615127,0.27715479751529326,0.3221906980321622,0.33619638304743743,0.28444973996566925,0.07254433471527628
APS16,0.1999305840976173,0.37732325573935604,-0.033303107965567715,0.1514829353672451,0.2694738388838062,0.3537173293697514,0.48883355428414726,0.33552059674189555,0.30911141324567787,0.3527843968417508,0.4466953127724051,0.3814189954539428,0.45915534881083253,0.5210441669029623,0.3642077044970099,0.5052939792246011,0.5918416448607818,0.4116997906464697,1,0.5067438825736342,0.3107163477525049,0.4577336732768893,0.31158059795491183,0.3011816543231043,0.2941919171663174,0.3044303893834369,0.1601709249816871
APS18,0.12483610624677614,0.3354824309345314,-0.07706802667244392,0.09466652086645352,0.3565671409548293,0.4405170491533104,0.35590605275114795,0.40352197945335605,0.28404966549990246,0.41189131184414507,0.27963050216648727,0.2797817017439522,0.3242720112221629,0.3648896634944029,0.5966849709931111,0.4406287129467124,0.48031013189628863,0.354965193978678,0.5067438825736342,1,0.5264941842049439,0.4252626373021068,0.4057595038561656,0.42826696273504344,0.4239885120178061,0.2979256897920197,0.18924808177482655
APS19,0.04658985488486258,0.24432351305021643,-0.06389243500406817,0.0607841780874811,0.27462612208685017,0.304897755639197,0.252737977833313,0.19980737264081688,0.1840007536746855,0.28481740948158174,0.24731475475926543,0.14941753195851443,0.18680846542405902,0.2969412019206722,0.3392227462467822,0.2567335267105942,0.37585239351609473,0.24966190912523575,0.3107163477525049,0.5264941842049439,1,0.4184371727500799,0.47948427221579837,0.3421987197869875,0.3110474574539563,0.2510959292861699,0.02530642781240238
APS20,0.10815272125813842,0.19398887704682533,-0.17183489286315612,0.10661938895390367,0.2571894811453715,0.2030226121288915,0.27134533673959854,0.1927417306416861,0.2551698193570766,0.258982804826565,0.300800438023317,0.21648437350959907,0.19803717217888864,0.3925767529098265,0.42669797959535927,0.34123861448535014,0.39994013823090974,0.23644228529615127,0.4577336732768893,0.4252626373021068,0.4184371727500799,1,0.4482128065832275,0.23532408205669783,0.3007525485199862,0.2469003419640856,0.06363226854549582
APS21,0.082100392640226,0.26600182202473566,-0.1831454855332765,0.057572272491435574,0.19476778070939818,0.24965924004661713,0.23263782792214727,0.13920514805011094,0.19189799803632793,0.2645468772656825,0.11087365807384499,0.054640875847968735,0.10915637881064037,0.21200663675661327,0.3206583411581242,0.27121099464299064,0.30988095319231845,0.27715479751529326,0.31158059795491183,0.4057595038561656,0.47948427221579837,0.4482128065832275,1,0.34276650649051643,0.33947966795912593,0.19057948881356707,-0.08533302082248358
PP1,0.26905084443605326,0.40317225001476736,0.024043287351801258,0.23267455708965107,0.1756488784876534,0.21430456607357887,0.25724462277900406,0.15172810742346038,0.13434477582527654,0.23771860821515933,0.057467389843603285,0.08945468306864869,0.13812601885284082,0.16191493328352968,0.2598062461396158,0.346501964425308,0.270262020531007,0.3221906980321622,0.3011816543231043,0.42826696273504344,0.3421987197869875,0.23532408205669783,0.34276650649051643,1,0.3883878586374844,0.42736304770100914,-0.006457505095353384
PP2,0.09786255503488259,0.2337223100184863,-0.008976294938000229,0.17310936155363246,0.2812577686558788,0.28466911703038145,0.11199239992946233,0.0875400119031239,0.01848394021791389,0.12884243293046233,0.2111168629229581,0.06555460263755132,0.08902765887729165,0.14988383814617695,0.3213100546831628,0.2533172491167534,0.24005084195984708,0.33619638304743743,0.2941919171663174,0.4239885120178061,0.3110474574539563,0.3007525485199862,0.33947966795912593,0.3883878586374844,1,0.2751969915177101,0.15171712817296087
PP3,0.20280859767991016,0.2803522293423507,0.04117789409925387,0.050116175580810905,0.27512511553638314,0.21973477981953646,0.38209880619061004,0.1204984928573573,0.1734784788882715,0.4060965327178021,0.2083178870995009,0.2847170683415125,0.19272220550257615,0.27380704367223313,0.25673846087982094,0.4144733936292534,0.3041668833062678,0.28444973996566925,0.3044303893834369,0.2979256897920197,0.2510959292861699,0.2469003419640856,0.19057948881356707,0.42736304770100914,0.2751969915177101,1,0.020864991836266698
CSR1_bin,-0.15494165183230982,-0.018633305549883922,0.011275147746956003,0.09829245758702428,0.08378343071301166,0.12253755951989881,0.07997362292759207,0.13898902019259218,0.01820606846422954,0.06872270047873207,0.15188847962904656,0.23811850087438022,0.1882517900689465,0.13144467702823354,0.11730118949557496,-0.021447016104803797,0.018758960276255836,0.07254433471527628,0.1601709249816871,0.18924808177482655,0.02530642781240238,0.06363226854549582,-0.08533302082248358,-0.006457505095353384,0.15171712817296087,0.020864991836266698,1
